index,pfx,RIR,ROA,notBefore,notAfter,state
1,103.123.4.0/23,apnic,(4837, [('103.123.4.0/23', 23), ('103.123.6.0/23', 23)]),2023-11-30 18:25:38,2024-12-30 00:00:00,normal
2,103.123.6.0/23,apnic,(4837, [('103.123.4.0/23', 23), ('103.123.6.0/23', 23)]),2023-11-30 18:25:38,2024-12-30 00:00:00,normal
3,118.193.240.0/21,apnic,(4837, [('118.193.240.0/21', 21)]),2024-03-14 16:01:13,2025-05-28 00:00:00,normal
17,106.75.0.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
18,106.75.32.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
19,106.75.64.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
20,106.75.96.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
21,117.50.0.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
22,117.50.32.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
23,117.50.64.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
24,117.50.96.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
25,117.50.128.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
26,117.50.160.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
27,117.50.192.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
28,117.50.224.0/19,apnic,(4808, [('106.75.0.0/19', 19), ('106.75.32.0/19', 19), ('106.75.64.0/19', 19), ('106.75.96.0/19', 19), ('117.50.0.0/19', 19), ('117.50.32.0/19', 19), ('117.50.64.0/19', 19), ('117.50.96.0/19', 19), ('117.50.128.0/19', 19), ('117.50.160.0/19', 19), ('117.50.192.0/19', 19), ('117.50.224.0/19', 19)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
29,203.93.240.0/21,apnic,(140726, [('203.93.240.0/21', 21)]),2023-12-04 16:43:33,2025-01-31 00:00:00,normal
30,103.96.224.0/23,apnic,(17621, [('103.96.224.0/23', 24), ('103.96.224.0/24', 24), ('103.96.225.0/24', 24)]),2024-06-25 09:55:48,2025-01-31 01:13:46,normal
31,103.96.224.0/24,apnic,(17621, [('103.96.224.0/23', 24), ('103.96.224.0/24', 24), ('103.96.225.0/24', 24)]),2024-06-25 09:55:48,2025-01-31 01:13:46,normal
32,103.96.225.0/24,apnic,(17621, [('103.96.224.0/23', 24), ('103.96.224.0/24', 24), ('103.96.225.0/24', 24)]),2024-06-25 09:55:48,2025-01-31 01:13:46,normal
33,150.242.238.0/23,apnic,(17621, [('150.242.238.0/23', 24)]),2024-09-11 02:23:58,2025-01-31 01:13:46,normal
34,202.89.96.0/24,apnic,(17621, [('202.89.96.0/24', 24)]),2024-09-11 02:23:29,2025-01-31 01:13:46,normal
35,103.24.118.0/23,apnic,(17621, [('103.24.118.0/23', 24)]),2024-09-11 02:23:28,2025-01-31 01:13:46,normal
36,43.254.152.0/24,apnic,(17621, [('43.254.152.0/24', 24)]),2024-09-11 02:23:22,2025-01-31 01:13:46,normal
37,103.24.116.0/24,apnic,(17621, [('103.24.116.0/24', 24)]),2024-09-11 02:23:32,2025-01-31 01:13:46,normal
38,103.5.192.0/22,apnic,(17621, [('103.5.192.0/22', 24)]),2024-09-11 02:23:50,2025-01-31 01:13:46,normal
39,106.75.208.0/20,apnic,(17621, [('106.75.208.0/20', 20), ('106.75.224.0/20', 20), ('106.75.240.0/20', 20), ('113.31.96.0/20', 20), ('113.31.112.0/20', 20), ('113.31.144.0/20', 20), ('113.31.160.0/20', 20), ('113.31.176.0/20', 20)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
40,106.75.224.0/20,apnic,(17621, [('106.75.208.0/20', 20), ('106.75.224.0/20', 20), ('106.75.240.0/20', 20), ('113.31.96.0/20', 20), ('113.31.112.0/20', 20), ('113.31.144.0/20', 20), ('113.31.160.0/20', 20), ('113.31.176.0/20', 20)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
41,106.75.240.0/20,apnic,(17621, [('106.75.208.0/20', 20), ('106.75.224.0/20', 20), ('106.75.240.0/20', 20), ('113.31.96.0/20', 20), ('113.31.112.0/20', 20), ('113.31.144.0/20', 20), ('113.31.160.0/20', 20), ('113.31.176.0/20', 20)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
42,113.31.96.0/20,apnic,(17621, [('106.75.208.0/20', 20), ('106.75.224.0/20', 20), ('106.75.240.0/20', 20), ('113.31.96.0/20', 20), ('113.31.112.0/20', 20), ('113.31.144.0/20', 20), ('113.31.160.0/20', 20), ('113.31.176.0/20', 20)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
43,113.31.112.0/20,apnic,(17621, [('106.75.208.0/20', 20), ('106.75.224.0/20', 20), ('106.75.240.0/20', 20), ('113.31.96.0/20', 20), ('113.31.112.0/20', 20), ('113.31.144.0/20', 20), ('113.31.160.0/20', 20), ('113.31.176.0/20', 20)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
44,113.31.144.0/20,apnic,(17621, [('106.75.208.0/20', 20), ('106.75.224.0/20', 20), ('106.75.240.0/20', 20), ('113.31.96.0/20', 20), ('113.31.112.0/20', 20), ('113.31.144.0/20', 20), ('113.31.160.0/20', 20), ('113.31.176.0/20', 20)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
45,113.31.160.0/20,apnic,(17621, [('106.75.208.0/20', 20), ('106.75.224.0/20', 20), ('106.75.240.0/20', 20), ('113.31.96.0/20', 20), ('113.31.112.0/20', 20), ('113.31.144.0/20', 20), ('113.31.160.0/20', 20), ('113.31.176.0/20', 20)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
46,113.31.176.0/20,apnic,(17621, [('106.75.208.0/20', 20), ('106.75.224.0/20', 20), ('106.75.240.0/20', 20), ('113.31.96.0/20', 20), ('113.31.112.0/20', 20), ('113.31.144.0/20', 20), ('113.31.160.0/20', 20), ('113.31.176.0/20', 20)]),2024-03-13 01:21:53,2025-01-31 01:13:46,normal
47,103.140.14.0/23,apnic,(17621, [('103.140.14.0/23', 32)]),2024-07-27 07:45:30,2025-01-31 01:13:46,normal
48,194.138.203.0/24,ripencc,(17621, [('194.138.203.0/24', 24)]),2024-01-02 06:32:09,2025-07-01 00:00:00,normal
49,118.145.32.0/19,apnic,(138421, [('118.145.32.0/19', 24), ('180.184.144.0/21', 24), ('180.184.152.0/22', 24), ('180.184.184.0/22', 24)]),2024-09-24 00:21:46,2025-09-20 07:41:26,normal
50,180.184.144.0/21,apnic,(138421, [('118.145.32.0/19', 24), ('180.184.144.0/21', 24), ('180.184.152.0/22', 24), ('180.184.184.0/22', 24)]),2024-09-24 00:21:46,2025-09-20 07:41:26,normal
51,180.184.152.0/22,apnic,(138421, [('118.145.32.0/19', 24), ('180.184.144.0/21', 24), ('180.184.152.0/22', 24), ('180.184.184.0/22', 24)]),2024-09-24 00:21:46,2025-09-20 07:41:26,normal
52,180.184.184.0/22,apnic,(138421, [('118.145.32.0/19', 24), ('180.184.144.0/21', 24), ('180.184.152.0/22', 24), ('180.184.184.0/22', 24)]),2024-09-24 00:21:46,2025-09-20 07:41:26,normal
53,118.145.32.0/19,apnic,(136958, [('118.145.32.0/19', 24)]),2024-09-24 00:21:45,2025-09-20 07:41:26,normal
54,42.240.128.0/20,apnic,(136958, [('42.240.128.0/20', 20), ('42.240.144.0/20', 20), ('42.240.160.0/20', 20)]),2024-03-13 01:21:52,2025-01-31 01:13:46,normal
55,42.240.144.0/20,apnic,(136958, [('42.240.128.0/20', 20), ('42.240.144.0/20', 20), ('42.240.160.0/20', 20)]),2024-03-13 01:21:52,2025-01-31 01:13:46,normal
56,42.240.160.0/20,apnic,(136958, [('42.240.128.0/20', 20), ('42.240.144.0/20', 20), ('42.240.160.0/20', 20)]),2024-03-13 01:21:52,2025-01-31 01:13:46,normal
57,43.255.212.0/22,apnic,(136958, [('43.255.212.0/22', 22)]),2024-09-24 00:18:53,2025-09-20 07:41:26,normal
58,202.46.224.0/22,apnic,(135061, [('202.46.224.0/22', 24)]),2024-09-24 00:17:54,2025-09-20 07:41:26,normal
